2s, PO-4003, 2, B, L
2s, TAAL-B-9, 24, Baby_O, L
2s, TAAL-B-9, 24, Baby_O, R
2s, WOLF-B, 2, B, L
2s, WOLF-B, 2, B, R
2s, PO-1092, 2, B, L
2s, PO-1092, 2, B, R
2s, GEBAREN-A-437, 25, 5, L
2s, GEBAREN-A-437, 25, 5, R
2s, PO-2726, 2, B, L
2s, PO-2726, 2, B, R
2s, GEBAREN-C-32, 25, 5, L
2s, GEBAREN-C-32, 25, 5, R
2s, VOGELKOOI-A-15, 2, B, L
2s, VOGELKOOI-A-15, 2, B, R
2s, LUIER-A, 44, Baby_C, L
2s, LUIER-A, 44, Baby_C, R
2s, LOPEN-E-41, 3, C, L
2s, LOPEN-E-41, 3, C, R
2s, PAARD-A-18, 23, Y, L
2s, PAARD-A-18, 23, Y, R
2s, PO-3708, 2, B, L
2s, PO-3708, 2, B, R
2s, SAMEN-C-4, 2, B, L
2s, SAMEN-C-4, 2, B, R
2s, PO-1426, 2, B, L
2s, PO-1426, 2, B, R
2s, ENE-KANT-ANDERE-KANT-A-2, 2, B, L
2s, ENE-KANT-ANDERE-KANT-A-2, 2, B, R
2s, VRIEND-A-63, 2, B, L
2s, VRIEND-A-63, 2, B, R
2s, PO-2478, 2, B, L
2s, PO-2478, 2, B, R
2s, PO-4061, 2, B, L
2s, PO-4061, 2, B, R
2s, PO-3305, 2, B, L
2s, PO-3305, 2, B, R
2s, SCHAAP-A-3, 39, Beak_open_spread, L
2s, SCHAAP-A-3, 39, Beak_open_spread, R
2s, PO-4316, 2, B, L
2s, PO-4316, 2, B, R
2s, GEBEUREN-A-17, 2, B, L
2s, GEBEUREN-A-17, 2, B, R
2s, VOGELKOOI-A-16, 2, B, L
2s, VOGELKOOI-A-16, 2, B, R
2s, GEBAREN-A-558, 25, 5, L
2s, GEBAREN-A-558, 25, 5, R
2s, BETER-39, 18, T, L
2s, BETER-39, 18, T, R
2s, AANDACHT-A-7, 2, B, L
2s, AANDACHT-A-7, 2, B, R
2s, PO-3898, 2, B, L
2s, PO-3898, 2, B, R
2s, ROBOT, 2, B, L
2s, ROBOT, 2, B, R
2s, AUTORIJDEN-14, 17, S, L
2s, AUTORIJDEN-14, 17, S, R
2s, VOGELKOOI-A-34, 2, B, L
2s, VOGELKOOI-A-34, 2, B, R
2s, ZAK-C-1, 37, C_spread, L
2s, ZAK-C-1, 37, C_spread, R
2s, DOEN-A-94, 26, Beak_open, L
2s, DOEN-A-94, 26, Beak_open, R
2s, PO-3434, 2, B, L
2s, PO-3434, 2, B, R
2s, GEBAREN-A-779, 25, 5, L
2s, GEBAREN-A-779, 25, 5, R
2s, OEFENEN-A-2, 17, S, L
2s, OEFENEN-A-2, 17, S, R
2s, INSCHATTEN, 25, 5, L
2s, INSCHATTEN, 25, 5, R
2s, GEBAREN-A-513, 25, 5, L
2s, GEBAREN-A-513, 25, 5, R
2s, GEBAREN-A-44, 25, 5, L
2s, GEBAREN-A-44, 25, 5, R
2s, BEER-B-2, 37, C_spread, L
2s, BEER-B-2, 37, C_spread, R
2s, AMSTERDAM-52, 4, 1, L
2s, AMSTERDAM-52, 4, 1, R
2s, BEGINNEN-A-2, 1, A, R
2s, PO-1536, 2, B, L
2s, PO-1536, 2, B, R
2s, SCHOMMELEN-26, 17, S, L
2s, SCHOMMELEN-26, 17, S, R
2s, BAL-B-3, 38, B_curved, L
2s, BAL-B-3, 38, B_curved, R
2s, PO-4051, 2, B, L
2s, PO-4051, 2, B, R
2s, PO-4026, 2, B, L
2s, PO-4026, 2, B, R
2s, HUIS-A-31, 2, B, L
2s, HUIS-A-31, 2, B, R
2s, WACHTEN-A-11, 25, 5, L
2s, WACHTEN-A-11, 25, 5, R
2s, PLOTSELING-A-1, 40, Beak_spread, L
2s, PLOTSELING-A-1, 40, Beak_spread, R
2s, OLYMPISCH-3, 18, T, L
2s, OLYMPISCH-3, 18, T, R
2s, GEBAREN-A-403, 25, 5, L
2s, GEBAREN-A-403, 25, 5, R
2s, VERSCHILLENDE-A-59, 25, 5, L
2s, VERSCHILLENDE-A-59, 25, 5, R
2s, PO-986, 2, B, L
2s, PO-986, 2, B, R
2s, PO-197, 2, B, L
2s, PO-197, 2, B, R
2s, LOPEN-D-23, 2, B, L
2s, LOPEN-D-23, 2, B, R
2s, HAAS-B-14, 2, B, L
2s, HAAS-B-14, 2, B, R
2s, PO-3447, 2, B, L
2s, PO-3447, 2, B, R
2s, AUTORIJDEN-34, 17, S, L
2s, AUTORIJDEN-34, 17, S, R
2s, PO-3521, 2, B, L
2s, PO-3521, 2, B, R
2s, PO-277, 2, B, L
2s, PO-277, 2, B, R
2s, PO-402, 2, B, L
2s, PO-402, 2, B, R
2s, HANDEN-WRIJVEN-B-18, 2, B, L
2s, HANDEN-WRIJVEN-B-18, 2, B, R
2s, PO-1114, 2, B, L
2s, PO-1114, 2, B, R
2s, PV-28, 25, 5, L
2s, PV-28, 25, 5, R
2s, PO-1311, 2, B, L
2s, PO-1311, 2, B, R
2s, PO-1154, 2, B, L
2s, PO-1154, 2, B, R
2s, VAAK-14, 25, 5, L
2s, VAAK-14, 25, 5, R
2s, PO-672, 2, B, L
2s, PO-672, 2, B, R
2s, VRIEND-A-15, 2, B, L
2s, VRIEND-A-15, 2, B, R
2s, PO-1651, 2, B, L
2s, PO-1651, 2, B, R
2s, VERTELLEN-6, 2, B, L
2s, VERTELLEN-6, 2, B, R
2s, GEBAREN-A-553, 25, 5, L
2s, GEBAREN-A-553, 25, 5, R
2s, PO-690, 2, B, L
2s, PO-690, 2, B, R
2s, HOE-B-91, 26, Beak_open, L
2s, HOE-B-91, 26, Beak_open, R
2s, NIVEAU-B, 27, B_bent, L
2s, NIVEAU-B, 27, B_bent, R
2s, MILJARD-1, 36, Money, L
2s, MILJARD-1, 36, Money, R
2s, AMSTERDAM-10, 4, 1, L
2s, AMSTERDAM-10, 4, 1, R
2s, GEBAREN-A-461, 25, 5, L
2s, GEBAREN-A-461, 25, 5, R
2s, ENZOVOORTS-D-9, 25, 5, L
2s, ENZOVOORTS-D-9, 25, 5, R
2s, REKENEN-A-4, 25, 5, L
2s, REKENEN-A-4, 25, 5, R
2s, GEBAREN-A-288, 25, 5, L
2s, GEBAREN-A-288, 25, 5, R
2s, GEHANDICAPT-A-101, 4, 1, L
2s, GEHANDICAPT-A-101, 4, 1, R
2s, COMMUNICEREN-23, 3, C, L
2s, COMMUNICEREN-23, 3, C, R
2s, TURNEN-A, 17, S, L
2s, TURNEN-A, 17, S, R
2s, PO-1997, 2, B, L
2s, PO-1997, 2, B, R
2s, ONTWIKKELEN-B, 2, B, L
2s, ONTWIKKELEN-B, 2, B, R
2s, PO-3135, 2, B, L
2s, PO-3135, 2, B, R
2s, PO-2548, 2, B, L
2s, PO-2548, 2, B, R
2s, BALIE-B-4, 3, C, L
2s, BALIE-B-4, 3, C, R
2s, ANANAS-A, 37, C_spread, L
2s, ANANAS-A, 37, C_spread, R
2s, PO-2361, 2, B, L
2s, PO-2361, 2, B, R
2s, VRIEND-A-53, 2, B, L
2s, VRIEND-A-53, 2, B, R
2s, GEORGIE, 25, 5, L
2s, GEORGIE, 25, 5, R
2s, DISCUSSIEREN-6, 22, 1_curved, L
2s, DISCUSSIEREN-6, 22, 1_curved, R
2s, VERSCHILLENDE-A-24, 25, 5, L
2s, VERSCHILLENDE-A-24, 25, 5, R
2s, PO-1652, 2, B, L
2s, PO-1652, 2, B, R
2s, VERVANGEN-B-1, 17, S, L
2s, VERVANGEN-B-1, 17, S, R
2s, BANAAN-B-3, 44, Baby_C, L
2s, BANAAN-B-3, 44, Baby_C, R
2s, PO-1524, 2, B, L
2s, PO-1524, 2, B, R
2s, VEEL-B-14, 25, 5, L
2s, VEEL-B-14, 25, 5, R
2s, KOMKOMMER-B, 3, C, L
2s, KOMKOMMER-B, 3, C, R
2s, BACKPACKEN, 3, C, L
2s, BACKPACKEN, 3, C, R
2s, PO-2848, 2, B, L
2s, PO-2848, 2, B, R
2s, PO-1796, 2, B, L
2s, PO-1796, 2, B, R
2s, COMPUTER-B-4, 37, C_spread, L
2s, COMPUTER-B-4, 37, C_spread, R
2s, VOGEL-A-31, 2, B, L
2s, VOGEL-A-31, 2, B, R
2s, HOE-B-69, 26, Beak_open, L
2s, HOE-B-69, 26, Beak_open, R
2s, VERSPREIDEN-A-9, 25, 5, L
2s, VERSPREIDEN-A-9, 25, 5, R
2s, HUIS-A-16, 2, B, L
2s, HUIS-A-16, 2, B, R
2s, AMSTERDAM-42, 4, 1, L
2s, AMSTERDAM-42, 4, 1, R
2s, PO-3049, 2, B, L
2s, PO-3049, 2, B, R
2s, PO-446, 2, B, L
2s, PO-446, 2, B, R
2s, KLAAR-A-67, 2, B, L
2s, KLAAR-A-67, 2, B, R
2s, BANK-A, 3, C, L
2s, BANK-A, 3, C, R
2s, HAAS-B-12, 2, B, L
2s, HAAS-B-12, 2, B, R
2s, PO-982, 2, B, L
2s, PO-982, 2, B, R
2s, GEBAREN-A-535, 25, 5, L
2s, GEBAREN-A-535, 25, 5, R
2s, EMAIL-C-3, 16, Baby_beak_open, L
2s, EMAIL-C-3, 16, Baby_beak_open, R
2s, PO-1928, 2, B, L
2s, PO-1928, 2, B, R
2s, ONTWIKKELEN-A-42, 4, 1, L
2s, ONTWIKKELEN-A-42, 4, 1, R
2s, APART-C-12, 3, C, L
2s, APART-C-12, 3, C, R
2s, GOOGLE-B-7, 18, T, L
2s, GOOGLE-B-7, 18, T, R
2s, GEHANDICAPT-B-31, 9, N, L
2s, GEHANDICAPT-B-31, 9, N, R
2s, PO-536, 2, B, L
2s, PO-536, 2, B, R
2s, HAAS-A-7, 9, N, L
2s, HAAS-A-7, 9, N, R
2s, PO-3465, 2, B, L
2s, PO-3465, 2, B, R
2s, GEBAREN-A-163, 25, 5, L
2s, GEBAREN-A-163, 25, 5, R
2s, PO-1418, 2, B, L
2s, PO-1418, 2, B, R
2s, PO-3001, 2, B, L
2s, PO-3001, 2, B, R
2s, KLAAR-A-101, 2, B, L
2s, KLAAR-A-101, 2, B, R
2s, PO-2025, 2, B, L
2s, PO-2025, 2, B, R
2s, GEBAREN-A-29, 25, 5, L
2s, GEBAREN-A-29, 25, 5, R
2s, UITWISSELEN-A-15, 42, Beak, L
2s, UITWISSELEN-A-15, 42, Beak, R
2s, DOOS-A-11, 2, B, L
2s, DOOS-A-11, 2, B, R
2s, TAFEL-2, 2, B, L
2s, TAFEL-2, 2, B, R
2s, NEDERLAND-A-59, 26, Beak_open, L
2s, NEDERLAND-A-59, 26, Beak_open, R
2s, PO-3044, 2, B, L
2s, PO-3044, 2, B, R
2s, PAARD-A-7, 23, Y, L
2s, PAARD-A-7, 23, Y, R
2s, INTEGREREN, 25, 5, L
2s, INTEGREREN, 25, 5, R
2s, PO-2484, 2, B, L
2s, PO-2484, 2, B, R
2s, PO-4256, 2, B, L
2s, PO-4256, 2, B, R
2s, ONTSPANNEN-B-3, 9, N, L
2s, ONTSPANNEN-B-3, 9, N, R
2s, LEVEN-C-2, 24, Baby_O, L
2s, LEVEN-C-2, 24, Baby_O, R
2s, PO-625, 2, B, L
2s, PO-625, 2, B, R
2s, SCHRIKKEN-B-17, 25, 5, L
2s, SCHRIKKEN-B-17, 25, 5, R
2s, PO-4022, 2, B, L
2s, PO-4022, 2, B, R
2s, DIPLOMA-B-4, 4, 1, L
2s, DIPLOMA-B-4, 4, 1, R
2s, KNUFFELEN-4, 17, S, L
2s, KNUFFELEN-4, 17, S, R
2s, PO-1133, 2, B, L
2s, PO-1133, 2, B, R
2s, KLIMMEN-A-34, 37, C_spread, L
2s, KLIMMEN-A-34, 37, C_spread, R
2s, GROOT-HORIZONTAAL-C-1, 2, B, L
2s, GROOT-HORIZONTAAL-C-1, 2, B, R
2s, OPGEVEN-A-5, 36, Money, L
2s, OPGEVEN-A-5, 36, Money, R
2s, PO-130, 2, B, L
2s, PO-130, 2, B, R
2s, STAAN-D-7, 2, B, L
2s, STAAN-D-7, 2, B, R
2s, PO-459, 2, B, L
2s, PO-459, 2, B, R
2s, PO-2232, 2, B, L
2s, PO-2232, 2, B, R
2s, GEBAREN-A-641, 25, 5, L
2s, GEBAREN-A-641, 25, 5, R
2s, ALLEMAAL-A-15, 25, 5, L
2s, ALLEMAAL-A-15, 25, 5, R
2s, BARBECUE, 19, V, L
2s, BARBECUE, 19, V, R
2s, GEBAREN-A-633, 25, 5, L
2s, GEBAREN-A-633, 25, 5, R
2s, PRATEN-E-2, 4, 1, L
2s, PRATEN-E-2, 4, 1, R
2s, HOE-B-60, 26, Beak_open, L
2s, HOE-B-60, 26, Beak_open, R
2s, GEBAREN-A-503, 25, 5, L
2s, GEBAREN-A-503, 25, 5, R
2s, PO-2560, 2, B, L
2s, PO-2560, 2, B, R
2s, PO-2688, 2, B, L
2s, PO-2688, 2, B, R
2s, AUTORIJDEN-28, 17, S, L
2s, AUTORIJDEN-28, 17, S, R
2s, ONTWARREN-1, 37, C_spread, L
2s, ONTWARREN-1, 37, C_spread, R
2s, SAMEN-A-19, 3, C, L
2s, SAMEN-A-19, 3, C, R
2s, PO-1384, 2, B, L
2s, PO-1384, 2, B, R
2s, INGEWIKKELD, 37, C_spread, L
2s, INGEWIKKELD, 37, C_spread, R
2s, VERTELLEN-45, 2, B, L
2s, VERTELLEN-45, 2, B, R
2s, KLEREN-A-1, 36, Money, L
2s, KLEREN-A-1, 36, Money, R
2s, PO-2215, 2, B, L
2s, PO-2215, 2, B, R
2s, VERTELLEN-96, 2, B, L
2s, VERTELLEN-96, 2, B, R
2s, KUNNEN-NIET-B-18, 17, S, L
2s, KUNNEN-NIET-B-18, 17, S, R
2s, KLAAR-A-64, 2, B, L
2s, KLAAR-A-64, 2, B, R
2s, PO-9, 2, B, L
2s, PO-9, 2, B, R
2s, VAAK-6, 25, 5, L
2s, VAAK-6, 25, 5, R
2s, PO-2782, 2, B, L
2s, PO-2782, 2, B, R
2s, PO-869, 2, B, L
2s, PO-869, 2, B, R
2s, ROLSTOEL-B-5, 4, 1, L
2s, ROLSTOEL-B-5, 4, 1, R
2s, PIZZA-C, 23, Y, L
2s, PIZZA-C, 23, Y, R
2s, AMERIKA-21, 25, 5, L
2s, AMERIKA-21, 25, 5, R
2s, GEBAREN-A-418, 25, 5, L
2s, GEBAREN-A-418, 25, 5, R
2s, PO-738, 2, B, L
2s, PO-738, 2, B, R
2s, VRIEND-A-72, 2, B, L
2s, VRIEND-A-72, 2, B, R
2s, NEDERLAND-A-26, 26, Beak_open, L
2s, NEDERLAND-A-26, 26, Beak_open, R
2s, GEBAREN-A-273, 25, 5, L
2s, GEBAREN-A-273, 25, 5, R
2s, HOE-B-26, 26, Beak_open, L
2s, HOE-B-26, 26, Beak_open, R
2s, PO-3255, 2, B, L
2s, PO-3255, 2, B, R
2s, KOE-A-1, 3, C, L
2s, KOE-A-1, 3, C, R
2s, PO-3389, 2, B, L
2s, PO-3389, 2, B, R
2s, GRIEZELIG, 37, C_spread, L
2s, GRIEZELIG, 37, C_spread, R
2s, BETER-31, 18, T, L
2s, BETER-31, 18, T, R
2s, PO-3166, 2, B, L
2s, PO-3166, 2, B, R
2s, PO-3514, 2, B, L
2s, PO-3514, 2, B, R
2s, GEBAREN-A-515, 25, 5, L
2s, GEBAREN-A-515, 25, 5, R
2s, AMSTERDAM-14, 4, 1, L
2s, AMSTERDAM-14, 4, 1, R
2s, GEBAREN-A-229, 25, 5, L
2s, GEBAREN-A-229, 25, 5, R
2s, ENZOVOORTS-B-9, 25, 5, L
2s, ENZOVOORTS-B-9, 25, 5, R
2s, GEBAREN-A-367, 25, 5, L
2s, GEBAREN-A-367, 25, 5, R
2s, BETER-63, 18, T, L
2s, BETER-63, 18, T, R
2s, PO-2907, 2, B, L
2s, PO-2907, 2, B, R
2s, AL-149, 2, B, L
2s, AL-149, 2, B, R
2s, PO-20, 2, B, L
2s, PO-20, 2, B, R
2s, AMERIKA-4, 25, 5, L
2s, AMERIKA-4, 25, 5, R
2s, PO-1762, 2, B, L
2s, PO-1762, 2, B, R
2s, FEEST-B, 18, T, L
2s, FEEST-B, 18, T, R
2s, GROEP-C-24, 3, C, L
2s, GROEP-C-24, 3, C, R
2s, POES-A-46, 16, Baby_beak_open, L
2s, POES-A-46, 16, Baby_beak_open, R
2s, PO-4222, 2, B, L
2s, PO-4222, 2, B, R
2s, BROEK-1, 17, S, L
2s, BROEK-1, 17, S, R
2s, PO-375, 2, B, L
2s, PO-375, 2, B, R
2s, AL-107, 2, B, L
2s, AL-107, 2, B, R
2s, WAKKER-12, 45, Baby_beak, L
2s, WAKKER-12, 45, Baby_beak, R
2s, BALANCEREN-B-1, 2, B, L
2s, BALANCEREN-B-1, 2, B, R
2s, PO-4144, 2, B, L
2s, PO-4144, 2, B, R
2s, HOE-B-83, 26, Beak_open, L
2s, HOE-B-83, 26, Beak_open, R
2s, GEBAREN-A-460, 25, 5, L
2s, GEBAREN-A-460, 25, 5, R
2s, PO-2824, 2, B, L
2s, PO-2824, 2, B, R
2s, AUTO-42, 17, S, L
2s, AUTO-42, 17, S, R
2s, SCHOMMELEN-24, 17, S, L
2s, SCHOMMELEN-24, 17, S, R
2s, PO-334, 2, B, L
2s, PO-334, 2, B, R
2s, PV-12, 25, 5, L
2s, PV-12, 25, 5, R
2s, OP-JE-TENEN-LOPEN-1, 25, 5, L
2s, OP-JE-TENEN-LOPEN-1, 25, 5, R
2s, PO-820, 2, B, L
2s, PO-820, 2, B, R
2s, KUNNEN-NIET-B-4, 17, S, L
2s, KUNNEN-NIET-B-4, 17, S, R
2s, BEGINNEN-A-23, 1, A, L
2s, BEGINNEN-A-23, 1, A, R
2s, BEDRIJF-1, 3, C, L
2s, BEDRIJF-1, 3, C, R
2s, GEHANDICAPT-A-21, 4, 1, L
2s, GEHANDICAPT-A-21, 4, 1, R
2s, SPORT-A-13, 1, A, L
2s, SPORT-A-13, 1, A, R
2s, RUSTIG-23, 25, 5, L
2s, RUSTIG-23, 25, 5, R
2s, VERHAAL-34, 4, 1, L
2s, VERHAAL-34, 4, 1, R
2s, BANK-A-2, 3, C, L
2s, BANK-A-2, 3, C, R
2s, PO-1352, 2, B, L
2s, PO-1352, 2, B, R
2s, VRIEND-A-41, 2, B, L
2s, VRIEND-A-41, 2, B, R
2s, HELPEN-A-24, 25, 5, L
2s, HELPEN-A-24, 25, 5, R
2s, GEEN-IDEE-A, 25, 5, L
2s, GEEN-IDEE-A, 25, 5, R
2s, HOE-B-82, 26, Beak_open, L
2s, HOE-B-82, 26, Beak_open, R
2s, OEFENEN-A-33, 17, S, L
2s, OEFENEN-A-33, 17, S, R
2s, PO-2433, 2, B, L
2s, PO-2433, 2, B, R
2s, PO-3640, 2, B, L
2s, PO-3640, 2, B, R
2s, TOUW-A-3, 18, T, L
2s, TOUW-A-3, 18, T, R
2s, PO-162, 2, B, L
2s, PO-162, 2, B, R
2s, BRUTAAL-B, 37, C_spread, L
2s, BRUTAAL-B, 37, C_spread, R
2s, VRIEND-A-6, 2, B, L
2s, VRIEND-A-6, 2, B, R
2s, ENE-KANT-ANDERE-KANT-B-1, 4, 1, L
2s, ENE-KANT-ANDERE-KANT-B-1, 4, 1, R
2s, OPEN-C-4, 36, Money, L
2s, OPEN-C-4, 36, Money, R
2s, PO-2438, 2, B, R
2s, ALLES-B-21, 25, 5, L
2s, ALLES-B-21, 25, 5, R
2s, BEZOEK-A-11, 2, B, L
2s, BEZOEK-A-11, 2, B, R
2s, GEBOREN-A-40, 2, B, L
2s, GEBOREN-A-40, 2, B, R
2s, PO-3266, 2, B, L
2s, PO-3266, 2, B, R
2s, VOGEL-A-83, 2, B, L
2s, VOGEL-A-83, 2, B, R
2s, PO-4025, 2, B, L
2s, PO-4025, 2, B, R
2s, VERWARMING, 16, Baby_beak_open, L
2s, VERWARMING, 16, Baby_beak_open, R
2s, VALLEN-D, 25, 5, L
2s, VALLEN-D, 25, 5, R
2s, PO-2497, 2, B, L
2s, PO-2497, 2, B, R
2s, PO-2385, 2, B, L
2s, PO-2385, 2, B, R
2s, LICHAAM-B-12, 25, 5, L
2s, LICHAAM-B-12, 25, 5, R
2s, PO-550, 2, B, L
2s, PO-550, 2, B, R
2s, HOOGEVEEN-2, 2, B, L
2s, HOOGEVEEN-2, 2, B, R
2s, PO-449, 2, B, R
2s, HOND-A-19, 27, B_bent, L
2s, HOND-A-19, 27, B_bent, R
2s, GEBAREN-A-200, 25, 5, L
2s, GEBAREN-A-200, 25, 5, R
2s, PO-246, 2, B, L
2s, PO-246, 2, B, R
2s, HUIS-A-32, 2, B, L
2s, HUIS-A-32, 2, B, R
2s, PO-955, 2, B, L
2s, PO-955, 2, B, R
2s, BEHANDELEN, 25, 5, L
2s, BEHANDELEN, 25, 5, R
2s, PO-2828, 2, B, L
2s, PO-2828, 2, B, R
2s, PO-688, 2, B, L
2s, PO-688, 2, B, R
2s, LOPEN-D-41, 2, B, L
2s, LOPEN-D-41, 2, B, R
2s, SCHOP, 17, S, L
2s, SCHOP, 17, S, R
2s, SPELEN-B, 25, 5, L
2s, SPELEN-B, 25, 5, R
2s, PO-3181, 2, B, L
2s, PO-3181, 2, B, R
2s, KADER, 11, K, L
2s, KADER, 11, K, R
2s, PO-3642, 2, B, L
2s, PO-3642, 2, B, R
2s, PO-3865, 2, B, L
2s, PO-3865, 2, B, R
2s, VERSCHILLENDE-B-15, 25, 5, L
2s, VERSCHILLENDE-B-15, 25, 5, R
2s, RAAM-A-15, 4, 1, L
2s, RAAM-A-15, 4, 1, R
2s, PO-1599, 2, B, L
2s, PO-1599, 2, B, R
2s, PO-2029, 2, B, L
2s, PO-2029, 2, B, R
2s, BAL-B-11, 38, B_curved, L
2s, BAL-B-11, 38, B_curved, R
2s, PO-4169, 2, B, L
2s, PO-4169, 2, B, R
2s, PO-2705, 2, B, L
2s, PO-2705, 2, B, R
2s, PO-3204, 2, B, L
2s, PO-3204, 2, B, R
2s, POES-A-62, 16, Baby_beak_open, L
2s, POES-A-62, 16, Baby_beak_open, R
2s, LOPEN-C-31, 37, C_spread, L
2s, LOPEN-C-31, 37, C_spread, R
2s, HOTEL-A-6, 22, 1_curved, L
2s, HOTEL-A-6, 22, 1_curved, R
2s, BETER-9, 18, T, L
2s, BETER-9, 18, T, R
2s, VERSPREIDEN-A-3, 25, 5, L
2s, VERSPREIDEN-A-3, 25, 5, R
2s, VERHUIZEN-D, 40, Beak_spread, L
2s, VERHUIZEN-D, 40, Beak_spread, R
2s, SCHOMMELEN-17, 17, S, L
2s, SCHOMMELEN-17, 17, S, R
2s, GEBAREN-A-60, 25, 5, L
2s, GEBAREN-A-60, 25, 5, R
2s, PV-26, 25, 5, L
2s, PV-26, 25, 5, R
2s, DRUK-B-1, 1, A, L
2s, DRUK-B-1, 1, A, R
2s, SPIEREN-2, 41, V_curved, L
2s, SPIEREN-2, 41, V_curved, R
2s, HOND-A-49, 27, B_bent, L
2s, HOND-A-49, 27, B_bent, R
2s, NIET-B-85, 2, B, L
2s, NIET-B-85, 2, B, R
2s, VERTELLEN-33, 2, B, L
2s, VERTELLEN-33, 2, B, R
2s, GEHANDICAPT-A-69, 4, 1, L
2s, GEHANDICAPT-A-69, 4, 1, R
2s, HUIS-B-2, 2, B, L
2s, HUIS-B-2, 2, B, R
2s, GOOGLE-A-5, 14, O, L
2s, GOOGLE-A-5, 14, O, R
2s, PO-21, 2, B, L
2s, PO-21, 2, B, R
2s, PO-1560, 2, B, L
2s, PO-1560, 2, B, R
2s, LOPEN-A-1, 4, 1, L
2s, LOPEN-A-1, 4, 1, R
2s, AL-154, 2, B, L
2s, AL-154, 2, B, R
2s, VOGEL-A-78, 2, B, L
2s, VOGEL-A-78, 2, B, R
2s, PO-2047, 2, B, L
2s, PO-2047, 2, B, R
2s, OFFICIEEL-7, 18, T, L
2s, OFFICIEEL-7, 18, T, R
2s, SCHEIDEN-1, 1, A, L
2s, SCHEIDEN-1, 1, A, R
2s, PO-4099, 2, B, L
2s, PO-4099, 2, B, R
2s, PO-190, 2, B, L
2s, PO-190, 2, B, R
2s, AUTO-37, 17, S, L
2s, AUTO-37, 17, S, R
2s, GEBAREN-A-415, 25, 5, L
2s, GEBAREN-A-415, 25, 5, R
2s, HOE-B-61, 26, Beak_open, L
2s, HOE-B-61, 26, Beak_open, R
2s, AL-170, 2, B, L
2s, AL-170, 2, B, R
2s, PO-3291, 2, B, L
2s, PO-3291, 2, B, R
2s, POES-A-20, 16, Baby_beak_open, L
2s, POES-A-20, 16, Baby_beak_open, R
2s, GEHANDICAPT-A-83, 4, 1, L
2s, GEHANDICAPT-A-83, 4, 1, R
2s, TAAL-B-40, 24, Baby_O, L
2s, TAAL-B-40, 24, Baby_O, R
2s, VAAK-2, 25, 5, L
2s, VAAK-2, 25, 5, R
2s, LOPEN-A-13, 4, 1, L
2s, RUSTIG-24, 25, 5, L
2s, RUSTIG-24, 25, 5, R
2s, PO-403, 2, B, L
2s, PO-403, 2, B, R
2s, GROEP-A-62, 3, C, L
2s, GROEP-A-62, 3, C, R
2s, PO-3562, 2, B, L
2s, PO-3562, 2, B, R
2s, WACHTEN-A-4, 25, 5, L
2s, WACHTEN-A-4, 25, 5, R
2s, PO-3079, 2, B, L
2s, PO-3079, 2, B, R
2s, PO-2776, 2, B, L
2s, PO-2776, 2, B, R
2s, GEBOUW-B-11, 19, V, L
2s, GEBOUW-B-11, 19, V, R
2s, DANSEN-B-8, 17, S, L
2s, DANSEN-B-8, 17, S, R
2s, OPLOSSEN-B, 21, W, L
2s, OPLOSSEN-B, 21, W, R
2s, POES-B-16, 18, T, L
2s, POES-B-16, 18, T, R
2s, PO-3030, 2, B, L
2s, PO-3030, 2, B, R
2s, VERSCHILLENDE-A-11, 25, 5, L
2s, VERSCHILLENDE-A-11, 25, 5, R
2s, AVOND-A-4, 2, B, L
2s, AVOND-A-4, 2, B, R
2s, MAAKT-NIET-UIT-25, 25, 5, L
2s, MAAKT-NIET-UIT-25, 25, 5, R
2s, BOT-4, 3, C, L
2s, BOT-4, 3, C, R
2s, PO-2094, 2, B, R
2s, PO-886, 2, B, L
2s, PO-886, 2, B, R
2s, PO-601, 2, B, L
2s, PO-601, 2, B, R
2s, STOFFEN, 42, Beak, L
2s, STOFFEN, 42, Beak, R
2s, PO-322, 2, B, L
2s, PO-322, 2, B, R
2s, PO-2783, 2, B, L
2s, PO-2783, 2, B, R
2s, PO-528, 2, B, L
2s, PO-528, 2, B, R
2s, SAMEN-A-73, 3, C, L
2s, SAMEN-A-73, 3, C, R
2s, AMERIKA-13, 25, 5, L
2s, AMERIKA-13, 25, 5, R
2s, PO-1194, 2, B, L
2s, PO-1194, 2, B, R
2s, PO-3758, 2, B, L
2s, PO-3758, 2, B, R
2s, GEHANDICAPT-H-1, 23, Y, L
2s, GEHANDICAPT-H-1, 23, Y, R
2s, PO-257, 2, B, L
2s, PO-257, 2, B, R
2s, VERWARD-B-2, 25, 5, L
2s, VERWARD-B-2, 25, 5, R
2s, GEBAREN-A-22, 25, 5, L
2s, GEBAREN-A-22, 25, 5, R
2s, SENCITY-3, 42, Beak, L
2s, SENCITY-3, 42, Beak, R
2s, BLIJ-A, 2, B, L
2s, BLIJ-A, 2, B, R
2s, PO-3801, 2, B, L
2s, PO-3801, 2, B, R
2s, OPVALLEN-B-6, 25, 5, L
2s, OPVALLEN-B-6, 25, 5, R
2s, GEBAREN-C-17, 25, 5, L
2s, GEBAREN-C-17, 25, 5, R
2s, GEBAREN-A-374, 25, 5, L
2s, GEBAREN-A-374, 25, 5, R
2s, HEK-A, 27, B_bent, L
2s, HEK-A, 27, B_bent, R
2s, TAAL-B-10, 24, Baby_O, L
2s, TAAL-B-10, 24, Baby_O, R
